exercise_name,stable_key,image_asset_name,mapping_confidence,needs_review,reason
버피,ex_3f184ef9,exercise_images/stable_key/ex_3f184ef9.png,HIGH,0,user_approved_stable_key_asset
원암 케이블 하이 로우,ex_40fa57be,exercise_images/stable_key/ex_40fa57be.png,HIGH,0,user_approved_stable_key_asset
좌우 랜덤 콕줍기,ex_421ba24b,exercise_images/stable_key/ex_421ba24b.png,HIGH,0,user_approved_stable_key_asset
앞뒤 랜덤 콕줍기,ex_4255e429,exercise_images/stable_key/ex_4255e429.png,HIGH,0,user_approved_stable_key_asset
원암 케이블 플라이,ex_442617f6,exercise_images/stable_key/ex_442617f6.png,HIGH,0,user_approved_stable_key_asset
체스트 서포티드 원암 머신 로우,ex_462c760e,exercise_images/stable_key/ex_462c760e.png,HIGH,0,user_approved_stable_key_asset
린단 참고 트랙 스프린트,ex_4773b6ea,exercise_images/stable_key/ex_4773b6ea.png,HIGH,0,user_approved_stable_key_asset
머신 숄더프레스,ex_4aa3725a,exercise_images/stable_key/ex_4aa3725a.png,HIGH,0,user_approved_stable_key_asset
케이블 풀스루,ex_4c76dbb2,exercise_images/stable_key/ex_4c76dbb2.png,HIGH,0,user_approved_stable_key_asset
케이블 플라이,ex_4c779df2,exercise_images/stable_key/ex_4c779df2.png,HIGH,0,user_approved_stable_key_asset
린단 참고 페이스 체인지 풋워크,ex_5004ca76,exercise_images/stable_key/ex_5004ca76.png,HIGH,0,user_approved_stable_key_asset
스파이더 컬,ex_516f4456,exercise_images/stable_key/ex_516f4456.png,HIGH,0,user_approved_stable_key_asset
원암 케이블 트라이셉스 푸시다운,ex_5322f2d1,exercise_images/stable_key/ex_5322f2d1.png,HIGH,0,user_approved_stable_key_asset
시티드 카프 레이즈,ex_5c8751d2,exercise_images/stable_key/ex_5c8751d2.png,HIGH,0,user_approved_stable_key_asset
원레그 카프 레이즈,ex_5ca7133f,exercise_images/stable_key/ex_5ca7133f.png,HIGH,0,user_approved_stable_key_asset
박스 스텝업,ex_6232f4bc,exercise_images/stable_key/ex_6232f4bc.png,HIGH,0,user_approved_stable_key_asset
랜덤 방향전환 드릴,ex_64422511,exercise_images/stable_key/ex_64422511.png,HIGH,0,user_approved_stable_key_asset
V업,ex_644e0f9d,exercise_images/stable_key/ex_644e0f9d.png,HIGH,0,user_approved_stable_key_asset
딥스,ex_6463edad,exercise_images/stable_key/ex_6463edad.png,HIGH,0,user_approved_stable_key_asset
런지,ex_64644b5e,exercise_images/stable_key/ex_64644b5e.png,HIGH,0,user_approved_stable_key_asset
월싯,ex_64661229,exercise_images/stable_key/ex_64661229.png,HIGH,0,user_approved_stable_key_asset
친업,ex_6466fe77,exercise_images/stable_key/ex_6466fe77.png,HIGH,0,user_approved_stable_key_asset
러닝,ex_681d9ed2,exercise_images/stable_key/ex_681d9ed2.png,HIGH,0,user_approved_stable_key_asset
