stableKey,defaultRestSeconds,provenanceId,derivationMode,reviewStatus,sourceStableKey,sourceReference
ex_a4040be3,60,TIMING-ex_a4040be3,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a4040be3,app/src/main/assets/training_settings_seed.csv#ex_a4040be3
ex_a412dd45,30,TIMING-ex_a412dd45,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a412dd45,app/src/main/assets/training_settings_seed.csv#ex_a412dd45
ex_a4350c0f,60,TIMING-ex_a4350c0f,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a4350c0f,app/src/main/assets/training_settings_seed.csv#ex_a4350c0f
ex_a44ae2ca,45,TIMING-ex_a44ae2ca,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a44ae2ca,app/src/main/assets/training_settings_seed.csv#ex_a44ae2ca
ex_a60496be,60,TIMING-ex_a60496be,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a60496be,app/src/main/assets/training_settings_seed.csv#ex_a60496be
ex_a611010d,75,TIMING-ex_a611010d,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a611010d,app/src/main/assets/training_settings_seed.csv#ex_a611010d
ex_a61f1e96,90,TIMING-ex_a61f1e96,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a61f1e96,app/src/main/assets/training_settings_seed.csv#ex_a61f1e96
ex_a61f307a,60,TIMING-ex_a61f307a,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a61f307a,app/src/main/assets/training_settings_seed.csv#ex_a61f307a
ex_a76f20b6,75,TIMING-ex_a76f20b6,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a76f20b6,app/src/main/assets/training_settings_seed.csv#ex_a76f20b6
ex_a8385c4a,45,TIMING-ex_a8385c4a,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a8385c4a,app/src/main/assets/training_settings_seed.csv#ex_a8385c4a
ex_a9b52886,45,TIMING-ex_a9b52886,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a9b52886,app/src/main/assets/training_settings_seed.csv#ex_a9b52886
ex_ab468462,120,TIMING-ex_ab468462,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_ab468462,app/src/main/assets/training_settings_seed.csv#ex_ab468462
ex_ab918e2b,30,TIMING-ex_ab918e2b,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_ab918e2b,app/src/main/assets/training_settings_seed.csv#ex_ab918e2b
ex_aca9d312,30,TIMING-ex_aca9d312,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_aca9d312,app/src/main/assets/training_settings_seed.csv#ex_aca9d312
ex_ae9ecdbc,30,TIMING-ex_ae9ecdbc,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_ae9ecdbc,app/src/main/assets/training_settings_seed.csv#ex_ae9ecdbc
ex_b076570e,60,TIMING-ex_b076570e,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_b076570e,app/src/main/assets/training_settings_seed.csv#ex_b076570e
ex_b3f447be,60,TIMING-ex_b3f447be,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_b3f447be,app/src/main/assets/training_settings_seed.csv#ex_b3f447be
ex_b4b198de,75,TIMING-ex_b4b198de,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_b4b198de,app/src/main/assets/training_settings_seed.csv#ex_b4b198de
ex_b59bed7d,60,TIMING-ex_b59bed7d,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_b59bed7d,app/src/main/assets/training_settings_seed.csv#ex_b59bed7d
ex_b69ab702,60,TIMING-ex_b69ab702,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_b69ab702,app/src/main/assets/training_settings_seed.csv#ex_b69ab702
ex_b76d3f92,60,TIMING-ex_b76d3f92,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_b76d3f92,app/src/main/assets/training_settings_seed.csv#ex_b76d3f92
ex_b78a8f95,60,TIMING-ex_b78a8f95,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_b78a8f95,app/src/main/assets/training_settings_seed.csv#ex_b78a8f95
ex_badminton_lesson,30,TIMING-ex_badminton_lesson,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_badminton_lesson,app/src/main/assets/training_settings_seed.csv#ex_badminton_lesson
ex_bb4b4276,90,TIMING-ex_bb4b4276,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_bb4b4276,app/src/main/assets/training_settings_seed.csv#ex_bb4b4276
ex_bc84eb7f,60,TIMING-ex_bc84eb7f,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_bc84eb7f,app/src/main/assets/training_settings_seed.csv#ex_bc84eb7f
ex_c1a81cb2,60,TIMING-ex_c1a81cb2,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c1a81cb2,app/src/main/assets/training_settings_seed.csv#ex_c1a81cb2
ex_c1bf2aa8,60,TIMING-ex_c1bf2aa8,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c1bf2aa8,app/src/main/assets/training_settings_seed.csv#ex_c1bf2aa8
ex_c365e5e2,60,TIMING-ex_c365e5e2,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c365e5e2,app/src/main/assets/training_settings_seed.csv#ex_c365e5e2
ex_c4535de3,30,TIMING-ex_c4535de3,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c4535de3,app/src/main/assets/training_settings_seed.csv#ex_c4535de3
ex_c4ea0a2a,45,TIMING-ex_c4ea0a2a,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c4ea0a2a,app/src/main/assets/training_settings_seed.csv#ex_c4ea0a2a
ex_c5043892,120,TIMING-ex_c5043892,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c5043892,app/src/main/assets/training_settings_seed.csv#ex_c5043892
ex_c536edc2,75,TIMING-ex_c536edc2,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c536edc2,app/src/main/assets/training_settings_seed.csv#ex_c536edc2
ex_c5c2fdef,60,TIMING-ex_c5c2fdef,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c5c2fdef,app/src/main/assets/training_settings_seed.csv#ex_c5c2fdef
ex_c5f4c242,60,TIMING-ex_c5f4c242,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c5f4c242,app/src/main/assets/training_settings_seed.csv#ex_c5f4c242
ex_c62c0716,60,TIMING-ex_c62c0716,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c62c0716,app/src/main/assets/training_settings_seed.csv#ex_c62c0716
ex_c6d9efef,45,TIMING-ex_c6d9efef,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c6d9efef,app/src/main/assets/training_settings_seed.csv#ex_c6d9efef
ex_c7977dfd,90,TIMING-ex_c7977dfd,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c7977dfd,app/src/main/assets/training_settings_seed.csv#ex_c7977dfd
ex_c8bcf3ce,90,TIMING-ex_c8bcf3ce,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_c8bcf3ce,app/src/main/assets/training_settings_seed.csv#ex_c8bcf3ce
ex_ca5cce66,60,TIMING-ex_ca5cce66,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_ca5cce66,app/src/main/assets/training_settings_seed.csv#ex_ca5cce66
ex_cb3c4dc2,45,TIMING-ex_cb3c4dc2,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_cb3c4dc2,app/src/main/assets/training_settings_seed.csv#ex_cb3c4dc2
ex_d5048362,60,TIMING-ex_d5048362,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_d5048362,app/src/main/assets/training_settings_seed.csv#ex_d5048362
ex_d5bdffe1,30,TIMING-ex_d5bdffe1,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_d5bdffe1,app/src/main/assets/training_settings_seed.csv#ex_d5bdffe1
ex_d60745b4,60,TIMING-ex_d60745b4,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_d60745b4,app/src/main/assets/training_settings_seed.csv#ex_d60745b4
ex_d6726746,60,TIMING-ex_d6726746,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_d6726746,app/src/main/assets/training_settings_seed.csv#ex_d6726746
ex_d67e5761,90,TIMING-ex_d67e5761,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_d67e5761,app/src/main/assets/training_settings_seed.csv#ex_d67e5761
ex_d7c90536,45,TIMING-ex_d7c90536,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_d7c90536,app/src/main/assets/training_settings_seed.csv#ex_d7c90536
ex_d9e141e4,60,TIMING-ex_d9e141e4,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_d9e141e4,app/src/main/assets/training_settings_seed.csv#ex_d9e141e4
ex_da56a4fe,60,TIMING-ex_da56a4fe,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_da56a4fe,app/src/main/assets/training_settings_seed.csv#ex_da56a4fe
ex_dc9e5953,90,TIMING-ex_dc9e5953,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_dc9e5953,app/src/main/assets/training_settings_seed.csv#ex_dc9e5953
ex_dd16e07a,30,TIMING-ex_dd16e07a,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_dd16e07a,app/src/main/assets/training_settings_seed.csv#ex_dd16e07a
ex_de46b7f6,120,TIMING-ex_de46b7f6,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_de46b7f6,app/src/main/assets/training_settings_seed.csv#ex_de46b7f6
ex_debf6a8b,60,TIMING-ex_debf6a8b,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_debf6a8b,app/src/main/assets/training_settings_seed.csv#ex_debf6a8b
ex_deca2b61,60,TIMING-ex_deca2b61,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_deca2b61,app/src/main/assets/training_settings_seed.csv#ex_deca2b61
ex_df966b45,60,TIMING-ex_df966b45,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_df966b45,app/src/main/assets/training_settings_seed.csv#ex_df966b45
ex_e0b1e364,75,TIMING-ex_e0b1e364,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e0b1e364,app/src/main/assets/training_settings_seed.csv#ex_e0b1e364
ex_e159d15a,75,TIMING-ex_e159d15a,PRODUCT_OWNER_DECISION_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e159d15a,Product-owner decision 2026-08-23
ex_e1894690,45,TIMING-ex_e1894690,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e1894690,app/src/main/assets/training_settings_seed.csv#ex_e1894690
ex_e2efd0fe,90,TIMING-ex_e2efd0fe,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e2efd0fe,app/src/main/assets/training_settings_seed.csv#ex_e2efd0fe
ex_e3715c0b,90,TIMING-ex_e3715c0b,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e3715c0b,app/src/main/assets/training_settings_seed.csv#ex_e3715c0b
ex_e41e8dcf,120,TIMING-ex_e41e8dcf,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e41e8dcf,app/src/main/assets/training_settings_seed.csv#ex_e41e8dcf
ex_e41f4c2b,120,TIMING-ex_e41f4c2b,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e41f4c2b,app/src/main/assets/training_settings_seed.csv#ex_e41f4c2b
ex_e465d1e9,45,TIMING-ex_e465d1e9,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e465d1e9,app/src/main/assets/training_settings_seed.csv#ex_e465d1e9
ex_e4f911bb,90,TIMING-ex_e4f911bb,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e4f911bb,app/src/main/assets/training_settings_seed.csv#ex_e4f911bb
ex_e709eeda,60,TIMING-ex_e709eeda,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e709eeda,app/src/main/assets/training_settings_seed.csv#ex_e709eeda
ex_e8ff8cfa,45,TIMING-ex_e8ff8cfa,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e8ff8cfa,app/src/main/assets/training_settings_seed.csv#ex_e8ff8cfa
ex_e9e97659,120,TIMING-ex_e9e97659,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e9e97659,app/src/main/assets/training_settings_seed.csv#ex_e9e97659
ex_eb636bac,60,TIMING-ex_eb636bac,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_eb636bac,app/src/main/assets/training_settings_seed.csv#ex_eb636bac
ex_ee378da7,75,TIMING-ex_ee378da7,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_ee378da7,app/src/main/assets/training_settings_seed.csv#ex_ee378da7
ex_f1d31d3d,105,TIMING-ex_f1d31d3d,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_f1d31d3d,app/src/main/assets/training_settings_seed.csv#ex_f1d31d3d
ex_f2a79d37,90,TIMING-ex_f2a79d37,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_f2a79d37,app/src/main/assets/training_settings_seed.csv#ex_f2a79d37
ex_f332aeab,30,TIMING-ex_f332aeab,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_f332aeab,app/src/main/assets/training_settings_seed.csv#ex_f332aeab
ex_f459ad2a,90,TIMING-ex_f459ad2a,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_f459ad2a,app/src/main/assets/training_settings_seed.csv#ex_f459ad2a
ex_f6703b06,45,TIMING-ex_f6703b06,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_f6703b06,app/src/main/assets/training_settings_seed.csv#ex_f6703b06
ex_f6d43398,45,TIMING-ex_f6d43398,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_f6d43398,app/src/main/assets/training_settings_seed.csv#ex_f6d43398
ex_f97a05ab,30,TIMING-ex_f97a05ab,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_f97a05ab,app/src/main/assets/training_settings_seed.csv#ex_f97a05ab
ex_fa2e73b3,120,TIMING-ex_fa2e73b3,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_fa2e73b3,app/src/main/assets/training_settings_seed.csv#ex_fa2e73b3
ex_fa31f7a6,90,TIMING-ex_fa31f7a6,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_fa31f7a6,app/src/main/assets/training_settings_seed.csv#ex_fa31f7a6
ex_fa3416f6,120,TIMING-ex_fa3416f6,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_fa3416f6,app/src/main/assets/training_settings_seed.csv#ex_fa3416f6
ex_fa34ddfe,60,TIMING-ex_fa34ddfe,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_fa34ddfe,app/src/main/assets/training_settings_seed.csv#ex_fa34ddfe
ex_fa570291,60,TIMING-ex_fa570291,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_fa570291,app/src/main/assets/training_settings_seed.csv#ex_fa570291
ex_faae2044,60,TIMING-ex_faae2044,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_faae2044,app/src/main/assets/training_settings_seed.csv#ex_faae2044
ex_fb67af37,60,TIMING-ex_fb67af37,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_fb67af37,app/src/main/assets/training_settings_seed.csv#ex_fb67af37
ex_fdbdf454,60,TIMING-ex_fdbdf454,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_fdbdf454,app/src/main/assets/training_settings_seed.csv#ex_fdbdf454
ez_bar_lying_triceps_extension,75,TIMING-ez_bar_lying_triceps_extension,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_d20b7487,app/src/main/assets/training_settings_seed.csv#ex_d20b7487
ez_bar_preacher_curl,60,TIMING-ez_bar_preacher_curl,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e994008a,app/src/main/assets/training_settings_seed.csv#ex_e994008a
ez_bar_reverse_curl,60,TIMING-ez_bar_reverse_curl,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_dd2f732e,app/src/main/assets/training_settings_seed.csv#ex_dd2f732e
ez_bar_spider_curl,60,TIMING-ez_bar_spider_curl,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_516f4456,app/src/main/assets/training_settings_seed.csv#ex_516f4456
face_pull,60,TIMING-face_pull,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,face_pull,app/src/main/assets/training_settings_seed.csv#face_pull
gymnastic_ring_inverted_row,75,TIMING-gymnastic_ring_inverted_row,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e159d15a,app/src/main/assets/training_settings_seed.csv#ex_e159d15a
half_kneeling_single_arm_dumbbell_press,75,TIMING-half_kneeling_single_arm_dumbbell_press,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,half_kneeling_single_arm_dumbbell_press,app/src/main/assets/training_settings_seed.csv#half_kneeling_single_arm_dumbbell_press
half_kneeling_single_arm_kettlebell_press,75,TIMING-half_kneeling_single_arm_kettlebell_press,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,half_kneeling_single_arm_kettlebell_press,app/src/main/assets/training_settings_seed.csv#half_kneeling_single_arm_kettlebell_press
hip_adduction_machine,60,TIMING-hip_adduction_machine,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_eaea872c,app/src/main/assets/training_settings_seed.csv#ex_eaea872c
kettlebell_farmer_carry,60,TIMING-kettlebell_farmer_carry,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_a1fc4533,app/src/main/assets/training_settings_seed.csv#ex_a1fc4533
kettlebell_goblet_squat,75,TIMING-kettlebell_goblet_squat,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_ac7df636,app/src/main/assets/training_settings_seed.csv#ex_ac7df636
kettlebell_halo,60,TIMING-kettlebell_halo,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,kettlebell_halo,app/src/main/assets/training_settings_seed.csv#kettlebell_halo
kettlebell_single_leg_rdl,90,TIMING-kettlebell_single_leg_rdl,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,single_leg_rdl,app/src/main/assets/training_settings_seed.csv#single_leg_rdl
landmine_anti_rotation,60,TIMING-landmine_anti_rotation,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,landmine_anti_rotation,app/src/main/assets/training_settings_seed.csv#landmine_anti_rotation
landmine_rotation,60,TIMING-landmine_rotation,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,landmine_rotation,app/src/main/assets/training_settings_seed.csv#landmine_rotation
lateral_bound_continuous,60,TIMING-lateral_bound_continuous,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,lateral_bound_continuous,app/src/main/assets/training_settings_seed.csv#lateral_bound_continuous
machine_chest_fly,60,TIMING-machine_chest_fly,INHERITED_EQUIPMENT_VARIANT,APPROVED_PARITY_MATERIALIZATION,ex_4c779df2,app/src/main/assets/training_settings_seed.csv#ex_4c779df2
med_ball_chest_pass,75,TIMING-med_ball_chest_pass,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,med_ball_chest_pass,app/src/main/assets/training_settings_seed.csv#med_ball_chest_pass
med_ball_overhead_slam,60,TIMING-med_ball_overhead_slam,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,med_ball_overhead_slam,app/src/main/assets/training_settings_seed.csv#med_ball_overhead_slam
med_ball_rotational_scoop_toss,75,TIMING-med_ball_rotational_scoop_toss,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,med_ball_rotational_scoop_toss,app/src/main/assets/training_settings_seed.csv#med_ball_rotational_scoop_toss
med_ball_rotational_slam,60,TIMING-med_ball_rotational_slam,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,med_ball_rotational_slam,app/src/main/assets/training_settings_seed.csv#med_ball_rotational_slam
medicine_ball_rotational_throw,60,TIMING-medicine_ball_rotational_throw,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,medicine_ball_rotational_throw,app/src/main/assets/training_settings_seed.csv#medicine_ball_rotational_throw
medicine_ball_three_step_acceleration_throw,75,TIMING-medicine_ball_three_step_acceleration_throw,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,medicine_ball_three_step_acceleration_throw,app/src/main/assets/training_settings_seed.csv#medicine_ball_three_step_acceleration_throw
medicine_ball_three_step_deceleration_throw,75,TIMING-medicine_ball_three_step_deceleration_throw,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,medicine_ball_three_step_deceleration_throw,app/src/main/assets/training_settings_seed.csv#medicine_ball_three_step_deceleration_throw
one_arm_gymnastic_ring_row,75,TIMING-one_arm_gymnastic_ring_row,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_d9084b5e,app/src/main/assets/training_settings_seed.csv#ex_d9084b5e
one_arm_suspension_trainer_row,75,TIMING-one_arm_suspension_trainer_row,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_d9084b5e,app/src/main/assets/training_settings_seed.csv#ex_d9084b5e
plate_rotational_press_out,60,TIMING-plate_rotational_press_out,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,plate_rotational_press_out,app/src/main/assets/training_settings_seed.csv#plate_rotational_press_out
single_leg_hip_bridge,60,TIMING-single_leg_hip_bridge,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,single_leg_hip_bridge,app/src/main/assets/training_settings_seed.csv#single_leg_hip_bridge
standing_bodyweight_calf_raise,60,TIMING-standing_bodyweight_calf_raise,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_bd072cd,app/src/main/assets/training_settings_seed.csv#ex_bd072cd
standing_calf_raise_machine,60,TIMING-standing_calf_raise_machine,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_bd072cd,app/src/main/assets/training_settings_seed.csv#ex_bd072cd
standing_dumbbell_calf_raise,60,TIMING-standing_dumbbell_calf_raise,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_bd072cd,app/src/main/assets/training_settings_seed.csv#ex_bd072cd
suspension_trainer_inverted_row,75,TIMING-suspension_trainer_inverted_row,LEGACY_SOURCE_INHERITED_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,ex_e159d15a,app/src/main/assets/training_settings_seed.csv#ex_e159d15a
vipr_chop,60,TIMING-vipr_chop,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,vipr_chop,app/src/main/assets/training_settings_seed.csv#vipr_chop
vipr_rotational_lift,60,TIMING-vipr_rotational_lift,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,vipr_rotational_lift,app/src/main/assets/training_settings_seed.csv#vipr_rotational_lift
vipr_rotational_press_out,60,TIMING-vipr_rotational_press_out,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,vipr_rotational_press_out,app/src/main/assets/training_settings_seed.csv#vipr_rotational_press_out
vipr_step_and_rotate,75,TIMING-vipr_step_and_rotate,LEGACY_SEED_DIRECT_MATERIALIZED,APPROVED_PARITY_MATERIALIZATION,vipr_step_and_rotate,app/src/main/assets/training_settings_seed.csv#vipr_step_and_rotate
