templateId,example,week,weekType,day,order,requestedSlot,requiredAnchor,role,exerciseName,stableKey,rehabLike,badmintonTransfer,stressMagnitude,capabilitySource,capabilityConfidence
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","3","HIGH","7","4","RECOVERY_PREHAB_LIGHT","false","PREHAB","스캡 푸시업","ex_c4535de3","true","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","싱글 레그 박스 스쿼트","ex_85f12271","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","1","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","싱글 레그 카프 레이즈","ex_5ca7133f","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","1","3","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","할로우 바디 홀드","ex_2a826c82","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","1","4","CALF_ANKLE_CAPACITY","false","SUPPORT","발목/고관절 가동성","ex_149730de","false","NONE","LOW","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","3","1","UPPER_PULL_ANCHOR","true","ANCHOR","스캡 풀업","ex_e1894690","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","3","2","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","원암 하프 닐링 프레스","ex_8380d7fe","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","3","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","원암 리어델트 케이블 플라이","ex_a60496be","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","3","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","크로스바디 해머 컬","ex_b69ab702","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","5","1","BADMINTON_DECEL_COD","false","TRANSFER","랜덤 방향전환 드릴","ex_64422511","false","DIRECT","MODERATE","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","5","2","BADMINTON_FOOTWORK_REACTION","false","TRANSFER","랜덤 비프 풋워크","ex_c5f4c242","false","DIRECT","MODERATE","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","5","3","CALF_ANKLE_CAPACITY","false","SUPPORT","드롭 점프","ex_d6726746","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","5","4","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","팔로프 프레스","ex_99728d25","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","7","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","싱글 레그 글루트 브릿지","ex_5715d6ca","false","GENERAL","MODERATE","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","7","2","POWER_REACTIVE_LOW_VOLUME","false","TRANSFER","스트라이드","ex_c5c2fdef","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","MODERATE"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","7","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","페이스풀","face_pull","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"FOOTWORK_COD_4D_4W_80_20","4 days / 4 weeks / 80:20 / Footwork-COD","4","DELOAD","7","4","RECOVERY_PREHAB_LIGHT","false","PREHAB","스트레칭","ex_dd16e07a","false","NONE","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","런지","ex_64644b5e","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","1","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","래터럴 스텝다운","ex_69a56484","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","1","3","UPPER_PULL_ANCHOR","false","SUPPORT","중량 친업","ex_e41e8dcf","false","GENERAL","HIGH","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","1","4","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","사이드 플랭크","ex_f6d43398","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","3","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","케이블 풀스루","ex_4c76dbb2","false","GENERAL","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","3","2","UPPER_PUSH_SUPPORT","false","SUPPORT","다이아몬드 푸시업","ex_debf6a8b","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","3","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","리어델트 플라이","ex_7176cbee","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","3","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","덤벨 프로네이션/수피네이션","ex_f6703b06","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","5","1","BADMINTON_FOOTWORK_REACTION","false","TRANSFER","6방향 랜덤 콕줍기","ex_bc84eb7f","false","DIRECT","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","5","2","BADMINTON_DECEL_COD","false","TRANSFER","사이드 스텝 후 정지","ex_9b132c23","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","5","3","CALF_ANKLE_CAPACITY","false","SUPPORT","카프 레이즈","ex_f892893e","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","5","4","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","랜드마인 안티로테이션","landmine_anti_rotation","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","7","1","UPPER_PULL_ANCHOR","true","ANCHOR","원암 케이블 하이 로우","ex_40fa57be","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","7","2","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","하프 닐링 케틀벨 원암 프레스","ex_d79824d2","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","7","3","ROTATIONAL_KINETIC_CHAIN","false","SUPPORT","케이블 우드찹","cable_woodchop","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","1","ADAPT","7","4","RECOVERY_PREHAB_LIGHT","false","PREHAB","스트레칭","ex_dd16e07a","false","NONE","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","원레그 핵 스쿼트","ex_f1d31d3d","false","GENERAL","HIGH","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","1","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","터키시 겟업","ex_91f6958d","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","MODERATE"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","1","3","UPPER_PULL_ANCHOR","false","SUPPORT","스캡 풀업","ex_e1894690","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","1","4","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","할로우 바디 홀드","ex_2a826c82","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","3","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","데드리프트","barbell_deadlift","false","GENERAL","VERY_HIGH","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","3","2","UPPER_PUSH_SUPPORT","false","SUPPORT","머신 체스트프레스","ex_1dbee10e","false","NONE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","3","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","덤벨 숄더프레스","ex_79f3bdbe","false","GENERAL","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","3","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","로프 해머 컬","ex_c1a81cb2","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","5","1","BADMINTON_FOOTWORK_REACTION","false","TRANSFER","스플릿 스텝 후 좌우 런지","ex_377448a9","false","DIRECT","HIGH","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","5","2","BADMINTON_DECEL_COD","false","TRANSFER","랜덤 방향전환 드릴","ex_64422511","false","DIRECT","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","5","3","CALF_ANKLE_CAPACITY","false","SUPPORT","스탠딩 카프 레이즈","ex_bd072cd","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","5","4","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","팔로프 프레스","ex_99728d25","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","7","1","UPPER_PULL_ANCHOR","true","ANCHOR","Yates Row","ex_8e4bf08e","false","GENERAL","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","7","2","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","원암 하프 닐링 프레스","ex_8380d7fe","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","7","3","ROTATIONAL_KINETIC_CHAIN","false","SUPPORT","밴드 리프트","band_lift","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","2","BUILD","7","4","RECOVERY_PREHAB_LIGHT","false","PREHAB","발목/고관절 가동성","ex_149730de","false","NONE","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","래터럴 런지","ex_b4b198de","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","1","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","박스 스텝업","ex_6232f4bc","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","1","3","UPPER_PULL_ANCHOR","false","SUPPORT","네거티브 풀업","ex_e4f911bb","false","GENERAL","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","1","4","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","파머스 캐리","ex_a1fc4533","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","3","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","원암 덤벨 RDL","ex_e0b1e364","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","3","2","UPPER_PUSH_SUPPORT","false","SUPPORT","푸시업","ex_28902b13","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","3","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","리어델트 케이블 플라이","ex_7deabeba","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","3","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","덤벨 리스트 컬","ex_95028bfe","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","5","1","BADMINTON_FOOTWORK_REACTION","false","TRANSFER","랜덤 비프 풋워크","ex_c5f4c242","false","DIRECT","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","5","2","BADMINTON_DECEL_COD","false","TRANSFER","래터럴 바운드","ex_34e7d21","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","5","3","CALF_ANKLE_CAPACITY","false","SUPPORT","시티드 카프 레이즈","ex_5c8751d2","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","5","4","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","플랭크","ex_a44ae2ca","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","7","1","UPPER_PULL_ANCHOR","true","ANCHOR","시티드 원암 케이블 로우","ex_a76f20b6","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","7","2","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","하프 닐링 케틀벨 프레스","ex_e0759156","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","7","3","ROTATIONAL_KINETIC_CHAIN","false","SUPPORT","바이퍼 로테이셔널 프레스아웃","vipr_rotational_press_out","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","3","HIGH","7","4","RECOVERY_PREHAB_LIGHT","false","PREHAB","페이스풀","face_pull","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","싱글 레그 박스 스쿼트","ex_85f12271","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","1","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","싱글 레그 카프 레이즈","ex_5ca7133f","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","1","3","UPPER_PULL_ANCHOR","false","SUPPORT","스캡 풀업","ex_e1894690","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","1","4","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","코펜하겐 플랭크","ex_a8385c4a","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","3","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","케이블 풀스루","ex_4c76dbb2","false","GENERAL","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","3","2","UPPER_PUSH_SUPPORT","false","SUPPORT","덤벨 벤치프레스","ex_3a7d3eda","false","NONE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","3","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","원암 리어델트 케이블 플라이","ex_a60496be","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","3","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","크로스바디 해머 컬","ex_b69ab702","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","5","1","BADMINTON_FOOTWORK_REACTION","false","TRANSFER","6방향 랜덤 콕줍기","ex_bc84eb7f","false","DIRECT","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","5","2","BADMINTON_DECEL_COD","false","TRANSFER","가벼운 콕줍기","ex_216351a1","false","DIRECT","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","5","3","CALF_ANKLE_CAPACITY","false","SUPPORT","카프 레이즈","ex_f892893e","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","5","4","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","랜드마인 안티로테이션","landmine_anti_rotation","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","7","1","UPPER_PULL_ANCHOR","true","ANCHOR","케이블 원암 로우","ex_3c3692aa","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","7","2","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","하프 닐링 프레스","ex_66e8c8c2","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","7","3","ROTATIONAL_KINETIC_CHAIN","false","SUPPORT","케이블 우드찹","cable_woodchop","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"HYBRID_4D_4W_50_50","4 days / 4 weeks / 50:50 / Hybrid","4","DELOAD","7","4","RECOVERY_PREHAB_LIGHT","false","PREHAB","스트레칭","ex_dd16e07a","false","NONE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","런지","ex_64644b5e","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","1","2","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","코펜하겐 플랭크","ex_a8385c4a","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","1","3","CALF_ANKLE_CAPACITY","false","SUPPORT","스탠딩 카프 레이즈","ex_bd072cd","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","2","1","UPPER_PULL_ANCHOR","true","ANCHOR","원암 케이블 하이 로우","ex_40fa57be","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","2","2","UPPER_PUSH_SUPPORT","false","SUPPORT","다이아몬드 푸시업","ex_debf6a8b","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","2","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","리어델트 플라이","ex_7176cbee","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","2","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","덤벨 프로네이션/수피네이션","ex_f6703b06","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","4","1","BADMINTON_DECEL_COD","false","TRANSFER","랜덤 방향전환 드릴","ex_64422511","false","DIRECT","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","4","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","래터럴 스텝다운","ex_69a56484","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","4","3","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","메디신볼 슬램","ex_26ac0c19","false","GENERAL","HIGH","RUNTIME_METADATA","MODERATE"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","4","4","CALF_ANKLE_CAPACITY","false","SUPPORT","드롭 점프","ex_d6726746","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","6","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","데드리프트","barbell_deadlift","false","GENERAL","VERY_HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","6","2","POWER_REACTIVE_LOW_VOLUME","false","TRANSFER","A스킵","ex_a12de111","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","MODERATE"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","6","3","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","원암 하프 닐링 프레스","ex_8380d7fe","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","6","4","ROTATIONAL_KINETIC_CHAIN","false","SUPPORT","메디신볼 로테이셔널 스쿱 토스","med_ball_rotational_scoop_toss","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","7","1","RECOVERY_PREHAB_LIGHT","false","PREHAB","스트레칭","ex_dd16e07a","false","NONE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","7","2","ACCESSORY_ROTATION","false","ACCESSORY","페이스풀","face_pull","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","1","ADAPT","7","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","밴드 외회전","ex_e8ff8cfa","true","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","원레그 핵 스쿼트","ex_f1d31d3d","false","GENERAL","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","1","2","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","파머스 캐리","ex_a1fc4533","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","1","3","CALF_ANKLE_CAPACITY","false","SUPPORT","카프 레이즈","ex_f892893e","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","2","1","UPPER_PULL_ANCHOR","true","ANCHOR","스캡 풀업","ex_e1894690","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
