exerciseStableKey,exerciseName,sourceStableKey,relationCount,ofiAxisCount,ofiScoreCount,doseCount,snapshotCount,cautionCount,badmintonFatigueCostCount,sourceProfileSha256,reconciliationAction,status
ex_f332aeab,월 드라이브,ex_f332aeab,17,5,5,1,1,1,1,8bc200f2b2dcbba524360de40ec6eae83648059908c1884240b4956b138d7d61,PRESERVE_UNCHANGED,PASS
ex_f459ad2a,메도우즈 로우,ex_f459ad2a,16,5,5,1,1,0,1,1d69379e2082009d70b5fcb1752f5cbd87f5b45099a8b39b238c97982500e227,PRESERVE_UNCHANGED,PASS
ex_f6703b06,덤벨 프로네이션/수피네이션,ex_f6703b06,16,5,5,1,1,0,1,aa5e3b59b26f37e5c590a214eafaa1b6c26ee90b9ad2a80c2ab5d2fe7e62f9af,PRESERVE_UNCHANGED,PASS
ex_f6d43398,사이드 플랭크,ex_f6d43398,16,5,5,1,1,0,1,2ddbd8f7ea67ec9d437184966f0d1ba7703af27107d36fdff334ff01f277764a,PRESERVE_UNCHANGED,PASS
ex_f97a05ab,월 슬라이드,ex_f97a05ab,16,5,5,1,1,0,1,b5849c8f0d271a67cfc89c3889b989c0d540d6fe13886f2b1a405dd992471d26,PRESERVE_UNCHANGED,PASS
ex_fa2e73b3,핸드스탠드 푸시업,ex_fa2e73b3,16,5,5,1,1,0,1,b088184f65241e82dfc4a897d239676a9026eb9120196af983f17b02ec5f7afa,PRESERVE_UNCHANGED,PASS
ex_fa31f7a6,케이블 로우,ex_fa31f7a6,16,5,5,1,1,0,1,47fe750d4427af54395d1d862239a709673cd2ea5b67428b01820bffac4b2a81,PRESERVE_UNCHANGED,PASS
ex_fa3416f6,스미스 머신 스쿼트,ex_fa3416f6,17,5,5,1,1,1,1,85c15849b67794401a7b78fa45ca6d9b89db7224621cbe5b533f38050b398c81,PRESERVE_UNCHANGED,PASS
ex_fa34ddfe,케이블 킥백,ex_fa34ddfe,16,5,5,1,1,0,1,a32416685792e0a1ebd6cefec244ff78a9d3c5fb84e5f469950d1fb4fbe9ffd2,PRESERVE_UNCHANGED,PASS
ex_fa570291,트라이셉스 푸시다운,ex_fa570291,16,5,5,1,1,0,1,cbed3a8e8498993e03a3d1ec93f7001e2093e9d4480dd091fcb972e3534bc778,PRESERVE_UNCHANGED,PASS
ex_faae2044,인터벌 러닝,ex_faae2044,16,5,5,1,1,0,1,690c7f3f4c698c8c97198119f1a591d6abac058f15f94390b0e1e8428d1ab1b3,PRESERVE_UNCHANGED,PASS
ex_fb67af37,디클라인 푸시업,ex_fb67af37,16,5,5,1,1,0,1,a74b8ad84f3459d5a1c28f8bf0bc011847aa671d397015271a6045164146fa18,PRESERVE_UNCHANGED,PASS
ex_fdbdf454,원암 덤벨 오버헤드 트라이셉스 익스텐션,ex_fdbdf454,16,5,5,1,1,0,1,88d223877ea73281d959b7f099a0c29ea0144e6174fb8e0d3cc9f42068cdac7f,PRESERVE_UNCHANGED,PASS
ez_bar_lying_triceps_extension,EZ바 라잉 트라이셉스 익스텐션,ex_d20b7487,16,5,5,1,1,0,1,01dae3d8c3a87179df70523108d2b4a7c838e59a35c3d8d42fa44baa917fdf77,INHERIT_UNCHANGED,PASS
ez_bar_preacher_curl,EZ바 프리처 컬,ex_e994008a,16,5,5,1,1,0,1,17d71bf49204a72d40abd34cc758e61b13293dc9ca29a2364585fcc26281364d,INHERIT_UNCHANGED,PASS
ez_bar_reverse_curl,EZ바 리버스 컬,ex_dd2f732e,16,5,5,1,1,0,1,d63c5654e8080fd3a4154aaea9cc582dfa55dab0aea44bbd7fb5fd3d31096b3b,INHERIT_UNCHANGED,PASS
ez_bar_spider_curl,EZ바 스파이더 컬,ex_516f4456,16,5,5,1,1,0,1,ac7608c60f7f45f07a27581df015847c03cb460ae24f209fd2c07eab3d6bfd77,INHERIT_UNCHANGED,PASS
face_pull,페이스풀,face_pull,16,5,5,1,1,0,1,f043af6e82d338b21abd82accb39b49a1ae95f15cd49e3aca77b7ddf3f1432a2,PRESERVE_UNCHANGED,PASS
gymnastic_ring_inverted_row,짐내스틱 링 인버티드 로우,ex_e159d15a,16,5,5,1,1,0,1,a202fad99ea5b749b70e5c9c7ac312b5eb31055f9bf3c435a775b1ec11124a00,INHERIT_UNCHANGED,PASS
half_kneeling_single_arm_dumbbell_press,하프 닐링 원암 덤벨 프레스,half_kneeling_single_arm_dumbbell_press,16,5,5,1,1,0,1,984f9e6986e0bb2355aef0a8817546eb5a1d34384ca0bd258ff51a705a8e17e0,PRESERVE_UNCHANGED,PASS
half_kneeling_single_arm_kettlebell_press,하프 닐링 원암 케틀벨 프레스,half_kneeling_single_arm_kettlebell_press,16,5,5,1,1,0,1,41b02d531b647aa32e59b3ddfa1092454a2558df5fe04164f62a7811dca98cf5,PRESERVE_UNCHANGED,PASS
hip_adduction_machine,힙 어덕션 머신,ex_eaea872c,16,5,5,1,1,0,1,76584aa35c44a5f1de97f2605c66dcabc8e5936509d55b5b919d489b0326b535,INHERIT_UNCHANGED,PASS
kettlebell_farmer_carry,케틀벨 파머스 캐리,ex_a1fc4533,16,5,5,1,1,0,1,55e6325b8696051951ce74383f16369b559f5085603eb48965e7be06c8e6f0df,INHERIT_UNCHANGED,PASS
kettlebell_goblet_squat,케틀벨 고블릿 스쿼트,ex_ac7df636,16,5,5,1,1,0,1,285afe757a3273195c7c661db09f26ff28aa8205abb26b1c29992e2aa20a0c01,INHERIT_UNCHANGED,PASS
kettlebell_halo,케틀벨 헤일로,kettlebell_halo,16,5,5,1,1,0,1,ae525677dc9fceaf3da4536f89ad63b0ae5df708be10ff8627a526e502bed457,PRESERVE_UNCHANGED,PASS
kettlebell_single_leg_rdl,케틀벨 원레그 루마니안 데드리프트,single_leg_rdl,16,5,5,1,1,0,1,a85df53740305ca366c6724b6c110d33740b951003a3c934f3f26f181bf619d3,INHERIT_UNCHANGED,PASS
landmine_anti_rotation,랜드마인 안티로테이션,landmine_anti_rotation,16,5,5,1,1,0,1,8825c67f5a473d0ff9af0d59348474966ed1b4c70e4f91617864e1ae9b2b8a23,PRESERVE_UNCHANGED,PASS
landmine_rotation,랜드마인 좌우 회전,landmine_rotation,16,5,5,1,1,0,1,0ec06b5e4a61b0eaa00e58008296f270395536cc530489c537089f541ac785ab,PRESERVE_UNCHANGED,PASS
lateral_bound_continuous,래터럴 바운드,lateral_bound_continuous,16,5,5,1,1,0,1,90265e3845c35fe7658b20e0409785923c7735e9094f343284917604582600f2,PRESERVE_UNCHANGED,PASS
med_ball_chest_pass,메디신볼 체스트 패스,med_ball_chest_pass,16,5,5,1,1,0,1,186c6631aa147e08464c41c6ff04650724e9333ee1711be03d946b5bf8e93156,PRESERVE_UNCHANGED,PASS
med_ball_overhead_slam,메디신볼 위에서 아래로 슬램,med_ball_overhead_slam,16,5,5,1,1,0,1,00d21068695f11928f0d14fbb13feca0191644aa062139fc5bf75eeccd45746e,PRESERVE_UNCHANGED,PASS
med_ball_rotational_scoop_toss,메디신볼 로테이셔널 스쿱 토스,med_ball_rotational_scoop_toss,16,5,5,1,1,0,1,522d1860ed5bc07edd97224209f776e9cc5666c88470be5c922252b49c8893eb,PRESERVE_UNCHANGED,PASS
med_ball_rotational_slam,메디신볼 회전 아래로 슬램,med_ball_rotational_slam,16,5,5,1,1,0,1,38b3f36836f12b552b44358e753e47e2f9c0543a600d8a504465453ac25d286f,PRESERVE_UNCHANGED,PASS
medicine_ball_rotational_throw,메디신볼 회전 옆으로 던지기,medicine_ball_rotational_throw,16,5,5,1,1,0,1,6c78ca3d91623091d74e5f2a5053906d082246b10c82afdcd7af32c04573823e,PRESERVE_UNCHANGED,PASS
medicine_ball_three_step_acceleration_throw,메디신볼 3스텝 가속 던지기,medicine_ball_three_step_acceleration_throw,16,5,5,1,1,0,1,349e723cf80fa4a0726ef5a727a107d336693af8a13b3f56ca5161cf155b8bfe,PRESERVE_UNCHANGED,PASS
medicine_ball_three_step_deceleration_throw,메디신볼 3스텝 감속 던지기,medicine_ball_three_step_deceleration_throw,16,5,5,1,1,0,1,5eabaa437ae9bc7d73cf6dae04f03da9f34889e0c1b11addd1e9250aaabc9603,PRESERVE_UNCHANGED,PASS
one_arm_gymnastic_ring_row,짐내스틱 링 원암 로우,ex_d9084b5e,16,5,5,1,1,0,1,d96d1e705df7e92b4788a8ea2559302b0c5ffae948c0831ea7d5130881b08ec0,INHERIT_UNCHANGED,PASS
one_arm_suspension_trainer_row,서스펜션 트레이너 원암 로우,ex_d9084b5e,16,5,5,1,1,0,1,d96d1e705df7e92b4788a8ea2559302b0c5ffae948c0831ea7d5130881b08ec0,INHERIT_UNCHANGED,PASS
plate_rotational_press_out,플레이트 로테이셔널 프레스아웃,plate_rotational_press_out,16,5,5,1,1,0,1,1786b67a59ea8738f83e6aebf6b921c7ff304bab130083de3d4a391fe4f24e0a,PRESERVE_UNCHANGED,PASS
pull_up,풀업,pull_up,16,5,5,1,1,0,1,d4447936cec36219cafea11bb69d7e3a49161282ba0b5a2568b5b7fab8c17669,PRESERVE_UNCHANGED,PASS
single_leg_hip_bridge,원레그 힙 브릿지,single_leg_hip_bridge,16,5,5,1,1,0,1,f4e68c215b9e2b0e59384b1986c5eb8d41a474d8ba400d18d497aff0abc6bfab,PRESERVE_UNCHANGED,PASS
standing_bodyweight_calf_raise,맨몸 스탠딩 카프 레이즈,ex_bd072cd,16,5,5,1,1,0,1,663f04d154d4479aa16fc5780b591add20711f6c74936f79eb54165fef32fd89,INHERIT_UNCHANGED,PASS
standing_calf_raise_machine,스탠딩 카프 레이즈 머신,ex_bd072cd,16,5,5,1,1,0,1,663f04d154d4479aa16fc5780b591add20711f6c74936f79eb54165fef32fd89,INHERIT_UNCHANGED,PASS
standing_dumbbell_calf_raise,덤벨 스탠딩 카프 레이즈,ex_bd072cd,16,5,5,1,1,0,1,663f04d154d4479aa16fc5780b591add20711f6c74936f79eb54165fef32fd89,INHERIT_UNCHANGED,PASS
suspension_trainer_inverted_row,서스펜션 트레이너 인버티드 로우,ex_e159d15a,16,5,5,1,1,0,1,a202fad99ea5b749b70e5c9c7ac312b5eb31055f9bf3c435a775b1ec11124a00,INHERIT_UNCHANGED,PASS
vipr_chop,바이퍼 회전 아래로,vipr_chop,16,5,5,1,1,0,1,c57cc940f0c16859f0c36c2deaa4ef4fa94d2f504207e41c063d034fb616d19c,PRESERVE_UNCHANGED,PASS
vipr_rotational_lift,바이퍼 회전 위로,vipr_rotational_lift,16,5,5,1,1,0,1,15726e4f5db44e8b7d061d838e5c8af9277f411a5a8c83b7ba89050951cf0197,PRESERVE_UNCHANGED,PASS
vipr_rotational_press_out,바이퍼 로테이셔널 프레스아웃,vipr_rotational_press_out,16,5,5,1,1,0,1,54b8612bfa100281d2dcb92fac959a37a617fee3a790cfe4b3d7b9bc38c70814,PRESERVE_UNCHANGED,PASS
vipr_step_and_rotate,바이퍼 스텝 앤 로테이트,vipr_step_and_rotate,16,5,5,1,1,0,1,8247b358acfcd431cfd5db0a761bf95a878b344740b29e11d0a03d61817c9ce1,PRESERVE_UNCHANGED,PASS
